"";"Boguslawa_Andrzejewska_1_Theta_Healing";"Boguslawa_Andrzejewska_2_Badz_zwyciezca_8_krokow_do_sukcesu";"Boguslawa_Andrzejewska_3_Czy_istnieje_prawda";"Boguslawa_Andrzejewska_4_O_pozytywnym_mysleniu";"gwiezdna_wedrowka_czy_leci_z_nami_polak_wydanie_drugie_poprawione";"gwiezdna_wedrowka_lot_von_brauna";"gwiezdna_wedrowka_lot_von_brauna_cz_iii";"gwiezdna_wedrowka_lot_von_brauna_ii";"Jaszczuk_Jakub-Stern_1_Foresta-Umbra_RuLit_Me";"Jaszczuk_Jakub-Stern_2_Plan-Sary_RuLit_Me";"Jaszczuk_Jakub-Stern_3_Marionetki_RuLit_Me";"Jaszczuk_Jakub-Stern_4_Akuszer-smierci_RuLit_Me";"Wiedzmin_1_Ostatnie-zyczenie";"Wiedzmin_2_Miecz-przeznaczenia";"Wiedzmin_3_Krew-elfow";"Wiedzmin_4_Czas-pogardy";"Wiedzmin_5_chszest-ognia";"Wiedzmin_6_Wieza-jaskolki";"Wiedzmin_7_pani-jeziora";"wiedzmin_8_Sezon-burz"
"nastawic";0;0;0;0,00541773809380067;0,016524101186092;0,00609183453865144;0,00480701125413586;0,0055310798949262;0;0,0065767566909819;0,0048960299810643;0,00520444131845418;0;0;0;0;0;0;0;0
"nienawidzic";0;0,0107038712136629;0,00957918909338668;0,00541773809380067;0;0;0,00480701125413586;0,0165932396847786;0,00927668838517447;0;0,0048960299810643;0;0;0;0,00134478951667077;0;0;0;0;0
"nienawisc";0;0,0428154848546514;0,00957918909338668;0,0108354761876013;0;0;0,0144210337624076;0,0110621597898524;0,00463834419258724;0;0;0;0,00183601124289911;0;0;0;0;0;0,00149708731017821;0
"niepokojacy";0;0,00535193560683143;0;0;0,00550803372869734;0,00609183453865144;0,00480701125413586;0,0110621597898524;0;0,0131535133819638;0,00979205996212861;0;0;0;0;0,00361676633348116;0;0;0;0
"normalna";0;0,00535193560683143;0,00478959454669334;0;0;0;0,00480701125413586;0;0;0;0;0;0,00734404497159646;0,00111273408660552;0,00268957903334153;0,00180838316674058;0;0;0,00149708731017821;0
"obiad";0,0053089481722384;0;0;0,016253214281402;0,016524101186092;0;0;0;0,00927668838517447;0,0131535133819638;0,0195841199242572;0,0260222065922709;0;0;0;0;0;0;0,00598834924071285;0
"obie";0,0106178963444768;0;0;0;0,00550803372869734;0;0;0,0055310798949262;0;0;0;0;0;0,00667640451963314;0,00537915806668306;0;0;0,00154250652845667;0,00449126193053464;0,00620623518726461
"obiecywac";0;0;0;0;0,0110160674573947;0;0,00961402250827173;0;0,0139150325777617;0;0,0048960299810643;0,0104088826369084;0;0;0,00134478951667077;0;0,0020274970780481;0,00154250652845667;0;0
"obrzydliwy";0;0;0;0;0,00550803372869734;0;0;0;0,0185533767703489;0,0197302700729457;0,0048960299810643;0;0,00183601124289911;0;0,00134478951667077;0,00180838316674058;0;0;0,00149708731017821;0
"oczyscic";0,0583984298946224;0,0160558068204943;0,0383167563735467;0,0108354761876013;0;0;0;0;0;0,0065767566909819;0;0;0;0,00111273408660552;0;0,00180838316674058;0;0,00154250652845667;0;0
"odczytac";0;0,00535193560683143;0;0;0;0;0,00480701125413586;0,0165932396847786;0,00927668838517447;0,0065767566909819;0;0,0104088826369084;0;0;0;0;0;0,00308501305691333;0;0,0124124703745292
"ode";0;0;0,00478959454669334;0;0;0,00609183453865144;0,00480701125413586;0,0055310798949262;0,00463834419258724;0;0,0146880899431929;0,00520444131845418;0;0;0,00134478951667077;0;0;0;0;0
"oderwac";0,0053089481722384;0;0;0;0;0,00609183453865144;0,00480701125413586;0,0055310798949262;0,00927668838517447;0;0;0;0;0;0,00268957903334153;0;0;0,00154250652845667;0,00149708731017821;0
"odglos";0;0;0;0;0;0;0,00480701125413586;0;0;0,0065767566909819;0;0,00520444131845418;0,00183601124289911;0;0,00268957903334153;0,00180838316674058;0,0020274970780481;0,00154250652845667;0;0
"odleglosc";0;0;0;0;0;0,00609183453865144;0,00480701125413586;0;0;0,0065767566909819;0;0;0,00734404497159646;0,00222546817321105;0,00134478951667077;0;0,00810998831219241;0;0,00149708731017821;0
"odpowiedzialnosc";0,0053089481722384;0;0,00478959454669334;0,0216709523752027;0,00550803372869734;0,00609183453865144;0,00961402250827173;0;0;0;0,0048960299810643;0;0;0;0,00134478951667077;0;0;0;0;0
"odrobina";0;0;0;0,00541773809380067;0;0;0,0192280450165435;0;0,00463834419258724;0,0065767566909819;0,0048960299810643;0,00520444131845418;0;0;0;0;0,0020274970780481;0,00154250652845667;0;0
"odwiedzac";0;0,00535193560683143;0;0;0;0,0121836690773029;0,00480701125413586;0;0;0;0,0048960299810643;0,00520444131845418;0,00183601124289911;0;0;0;0,0020274970780481;0;0;0,00620623518726461
"ogarnac";0,0053089481722384;0,00535193560683143;0;0;0;0,00609183453865144;0,00480701125413586;0,0055310798949262;0,00463834419258724;0;0;0;0;0;0,00134478951667077;0;0;0;0,00149708731017821;0
"ohydny";0;0;0;0;0,00550803372869734;0;0;0;0,00463834419258724;0,0131535133819638;0,00979205996212861;0,0104088826369084;0;0;0,0040343685500123;0;0,0040549941560962;0;0,00149708731017821;0
"okragly";0;0;0;0;0;0,00609183453865144;0;0;0,00927668838517447;0;0,0146880899431929;0,0208177652738167;0,00183601124289911;0;0,00268957903334153;0;0,0020274970780481;0;0,00149708731017821;0
"omal";0;0;0;0;0,00550803372869734;0,0182755036159543;0;0,0110621597898524;0,00463834419258724;0,0065767566909819;0,0048960299810643;0,0208177652738167;0;0;0;0;0;0;0,00149708731017821;0
"oparcie";0;0,0107038712136629;0;0;0;0;0;0;0,00463834419258724;0;0,0048960299810643;0;0;0,00111273408660552;0,0040343685500123;0;0,0020274970780481;0,00154250652845667;0;0,00620623518726461
"osobliwy";0;0;0;0;0,0110160674573947;0;0,00480701125413586;0,0055310798949262;0,00463834419258724;0,0065767566909819;0,0048960299810643;0;0;0;0;0;0,0020274970780481;0,00154250652845667;0;0
"oszukac";0,0053089481722384;0;0;0;0;0,00609183453865144;0,00480701125413586;0;0,00927668838517447;0,0131535133819638;0;0,00520444131845418;0;0;0;0;0;0,00154250652845667;0,00299417462035643;0
"oznajmic";0;0;0;0;0,0110160674573947;0;0;0;0,0231917209629362;0,0197302700729457;0,0244801499053215;0,0364310892291793;0;0;0,00134478951667077;0;0;0,00617002611382666;0;0,0186187055617938
"pachniec";0,0106178963444768;0;0;0;0,00550803372869734;0;0;0,0055310798949262;0,00463834419258724;0;0,0048960299810643;0;0,00183601124289911;0;0,00268957903334153;0;0;0,00462751958537;0;0
"palic";0;0;0;0;0,016524101186092;0;0;0;0,0139150325777617;0,0065767566909819;0,00979205996212861;0,0156133239553625;0,00183601124289911;0;0,00268957903334153;0;0;0;0,00149708731017821;0
"panem";0;0;0;0;0,0110160674573947;0,00609183453865144;0,00480701125413586;0,0055310798949262;0,0139150325777617;0,0131535133819638;0,00979205996212861;0,0104088826369084;0;0;0;0;0;0;0;0
"panienka";0;0;0;0;0;0;0,00480701125413586;0;0,00463834419258724;0,0065767566909819;0,0048960299810643;0;0,00183601124289911;0,00111273408660552;0,00134478951667077;0;0;0;0;0,0124124703745292
"panski";0;0;0;0;0;0,00609183453865144;0,00961402250827173;0,0221243195797048;0,0185533767703489;0,0065767566909819;0,0048960299810643;0,0104088826369084;0;0;0;0;0,0020274970780481;0;0;0
"parszywy";0;0;0;0;0,00550803372869734;0;0,00480701125413586;0;0,00463834419258724;0,0065767566909819;0;0;0,00734404497159646;0,00111273408660552;0,00134478951667077;0;0,0020274970780481;0;0;0
"pas";0;0;0;0;0;0;0;0,0055310798949262;0,00463834419258724;0;0;0;0,00734404497159646;0,0044509363464221;0,0040343685500123;0,00361676633348116;0,0020274970780481;0,00154250652845667;0;0
"pasc";0;0;0;0;0,00550803372869734;0;0;0,0055310798949262;0,00927668838517447;0;0;0,00520444131845418;0;0,00333820225981657;0;0,00361676633348116;0,00608249123414431;0;0,00149708731017821;0
"pilnowac";0,0053089481722384;0,00535193560683143;0;0,00541773809380067;0,016524101186092;0;0;0,0110621597898524;0;0,0197302700729457;0;0;0,00183601124289911;0;0,00134478951667077;0;0;0;0;0
"plama";0;0;0;0;0;0;0;0;0,00927668838517447;0,0197302700729457;0,0146880899431929;0;0,00183601124289911;0,00111273408660552;0;0;0,0040549941560962;0,00154250652845667;0,00449126193053464;0
"planowac";0,0053089481722384;0;0,00957918909338668;0,00541773809380067;0;0;0;0,0165932396847786;0,00463834419258724;0,0065767566909819;0;0,00520444131845418;0;0;0;0;0;0;0,00149708731017821;0
"plaszcz";0;0;0;0;0;0,0121836690773029;0;0;0;0,0131535133819638;0,0048960299810643;0,0104088826369084;0,0146880899431929;0,00556367043302762;0,0134478951667077;0;0;0;0,00149708731017821;0
"pochodzenie";0,0053089481722384;0;0;0;0,0110160674573947;0,00609183453865144;0,00480701125413586;0,0055310798949262;0;0,0065767566909819;0,0048960299810643;0;0;0;0;0,00180838316674058;0;0;0;0
"pochwalic";0,0212357926889536;0;0;0;0;0;0;0;0,00463834419258724;0,0131535133819638;0,0146880899431929;0,00520444131845418;0;0;0;0,00361676633348116;0;0,00462751958537;0,00149708731017821;0
"podnosic";0;0,0267596780341571;0;0,0108354761876013;0;0;0;0,0055310798949262;0,00463834419258724;0;0,0048960299810643;0;0;0,00111273408660552;0;0,00180838316674058;0;0;0,00149708731017821;0
"podpisac";0;0;0;0;0,00550803372869734;0,00609183453865144;0;0,0221243195797048;0,00463834419258724;0;0;0,00520444131845418;0,00183601124289911;0;0;0;0,0020274970780481;0;0;0,00620623518726461
"poinformowac";0;0,00535193560683143;0;0;0;0;0;0;0;0,0065767566909819;0,0048960299810643;0,00520444131845418;0;0;0;0;0,0040549941560962;0,00462751958537;0,00149708731017821;0,00620623518726461
"pojawiac";0,026544740861192;0,0160558068204943;0,02873756728016;0,032506428562804;0;0;0;0,0110621597898524;0,00463834419258724;0;0,0146880899431929;0;0;0;0;0;0;0;0,00149708731017821;0
"poklad";0;0;0;0;0,0605883710156708;0,103561187157074;0,0721051688120379;0,0165932396847786;0;0,0065767566909819;0;0;0,00183601124289911;0;0;0,00180838316674058;0;0,00154250652845667;0;0
"polamac";0;0;0;0;0,00550803372869734;0,00609183453865144;0;0,0165932396847786;0;0,0065767566909819;0;0;0,00183601124289911;0;0,00268957903334153;0;0,0020274970780481;0;0,00149708731017821;0
"poleciec";0;0;0;0;0,0110160674573947;0,00609183453865144;0;0;0,00463834419258724;0;0,00979205996212861;0;0,00550803372869734;0,0044509363464221;0,00134478951667077;0;0,0020274970780481;0;0;0
"polski";0,0053089481722384;0;0,00478959454669334;0;0,0275401686434867;0;0;0;0,00463834419258724;0,0065767566909819;0,0146880899431929;0,0208177652738167;0;0;0,00134478951667077;0;0;0;0;0
"poludniu";0;0;0;0;0,016524101186092;0;0;0;0,00463834419258724;0,0131535133819638;0,0195841199242572;0,00520444131845418;0;0;0;0,00361676633348116;0,0020274970780481;0,00308501305691333;0;0
"pomylka";0;0;0;0;0;0;0,00961402250827173;0;0;0;0,00979205996212861;0,00520444131845418;0,00183601124289911;0,00111273408660552;0,00134478951667077;0;0;0,00154250652845667;0,00299417462035643;0
"popelnic";0;0;0;0;0;0,00609183453865144;0,00480701125413586;0,0110621597898524;0,00927668838517447;0;0,0048960299810643;0;0;0,00222546817321105;0;0,00361676633348116;0;0;0,00299417462035643;0
"poprzez";0,0796342225835761;0,0642232272819771;0,138898241854107;0,08126607140701;0;0;0;0;0;0;0;0;0,00183601124289911;0;0;0;0;0,00308501305691333;0,00449126193053464;0,00620623518726461
"porozmawiac";0;0;0;0,00541773809380067;0;0,0365510072319086;0;0,0221243195797048;0,00927668838517447;0;0,0048960299810643;0;0,00183601124289911;0;0;0;0,0020274970780481;0;0,00299417462035643;0
"poslugiwac";0,0053089481722384;0;0,00478959454669334;0;0,00550803372869734;0,00609183453865144;0;0;0;0;0,0048960299810643;0;0;0;0,00134478951667077;0,00180838316674058;0,0020274970780481;0;0;0
"pospiech";0;0,00535193560683143;0;0;0;0,00609183453865144;0,00480701125413586;0;0;0,0065767566909819;0;0,00520444131845418;0;0;0,00134478951667077;0,00542514950022173;0,0020274970780481;0;0;0
"potwierdzac";0;0,00535193560683143;0;0;0,00550803372869734;0;0;0;0;0;0;0;0,00183601124289911;0,00111273408660552;0,00134478951667077;0,00180838316674058;0;0,00154250652845667;0,00299417462035643;0
"powiedzenie";0;0,0107038712136629;0,00957918909338668;0;0;0,00609183453865144;0,0144210337624076;0;0;0;0;0,00520444131845418;0,00183601124289911;0,00111273408660552;0;0;0,0020274970780481;0;0;0
"powiesic";0;0;0;0;0,00550803372869734;0;0;0;0,0139150325777617;0;0,0048960299810643;0,0364310892291793;0,00734404497159646;0;0,00134478951667077;0,00180838316674058;0;0;0;0,0124124703745292
"powitac";0;0;0;0;0,00550803372869734;0,00609183453865144;0;0,0055310798949262;0;0;0;0;0;0,00111273408660552;0,00134478951667077;0,00180838316674058;0,0020274970780481;0,00154250652845667;0;0
"pozor";0;0,00535193560683143;0;0;0;0;0;0,0110621597898524;0,00463834419258724;0;0,00979205996212861;0;0;0;0,00268957903334153;0;0;0,0123400522276533;0,00299417462035643;0,0186187055617938
"pozytywny";0,0477805335501456;0,0321116136409886;0,0670543236537068;0,265469166596233;0,00550803372869734;0;0;0;0;0;0,0048960299810643;0;0;0;0;0,00361676633348116;0;0;0,00149708731017821;0
"projekt";0;0,00535193560683143;0,00478959454669334;0,0108354761876013;0;0;0;0;0,00463834419258724;0,0131535133819638;0,0048960299810643;0;0;0,00111273408660552;0;0,00180838316674058;0;0;0;0
"przeciwienstwo";0,0053089481722384;0,0107038712136629;0,00478959454669334;0,00541773809380067;0;0,0121836690773029;0;0;0,00463834419258724;0;0,0048960299810643;0;0;0;0;0;0;0;0,00149708731017821;0
"przegladac";0;0;0;0,00541773809380067;0,00550803372869734;0,00609183453865144;0,00480701125413586;0;0;0;0;0,0104088826369084;0;0;0;0,00180838316674058;0;0,00308501305691333;0,00299417462035643;0
"przemknac";0;0;0,00478959454669334;0;0;0;0;0;0,00463834419258724;0,0065767566909819;0,0195841199242572;0,00520444131845418;0,00183601124289911;0;0,00134478951667077;0,00180838316674058;0;0;0;0
"przemoc";0;0;0,00957918909338668;0,016253214281402;0,00550803372869734;0;0;0;0;0;0;0,00520444131845418;0,00367202248579823;0;0,00134478951667077;0;0;0,00308501305691333;0,00149708731017821;0
"przesunac";0,0053089481722384;0;0;0;0;0;0,00480701125413586;0,0055310798949262;0,00927668838517447;0;0;0,0104088826369084;0,00183601124289911;0,00222546817321105;0,0040343685500123;0;0;0;0;0
"przeszlosc";0,0106178963444768;0,0160558068204943;0,0239479727334667;0,016253214281402;0;0,00609183453865144;0;0;0;0,0065767566909819;0;0,00520444131845418;0;0;0;0;0;0;0,00299417462035643;0
"przeznaczenie";0;0,00535193560683143;0;0;0;0;0;0;0,00927668838517447;0;0;0,00520444131845418;0,00367202248579823;0,00111273408660552;0,0215166322667322;0;0;0,00308501305691333;0,00299417462035643;0
"przyjaciol";0;0;0,00478959454669334;0;0,0110160674573947;0,00609183453865144;0,00480701125413586;0,0055310798949262;0;0,0065767566909819;0;0;0;0;0,00134478951667077;0;0;0,00154250652845667;0;0
"przyjechac";0;0;0;0;0;0;0;0;0,0139150325777617;0,0197302700729457;0,0244801499053215;0;0,00550803372869734;0,00222546817321105;0,00268957903334153;0,00180838316674058;0;0,00308501305691333;0;0
"przypadkiem";0,0053089481722384;0;0;0;0,016524101186092;0;0;0,0055310798949262;0,00463834419258724;0,0065767566909819;0,0146880899431929;0,00520444131845418;0;0,00111273408660552;0;0;0;0;0;0
"przyroda";0;0,0428154848546514;0,00957918909338668;0,0108354761876013;0;0;0;0;0,00463834419258724;0;0;0,0104088826369084;0,00183601124289911;0,00222546817321105;0;0;0;0,00154250652845667;0;0
"przyznawac";0,0053089481722384;0;0;0;0,00550803372869734;0,0182755036159543;0,00480701125413586;0,0165932396847786;0;0;0;0;0;0;0;0;0;0,00154250652845667;0,00149708731017821;0,0124124703745292
"radosc";0,0637073780668608;0,0642232272819771;0,0191583781867734;0,0541773809380066;0;0,0121836690773029;0,00961402250827173;0;0,00463834419258724;0;0;0;0;0;0,00268957903334153;0;0;0;0;0
"raptowny";0;0;0;0;0;0;0,00961402250827173;0;0;0;0,0048960299810643;0;0,00734404497159646;0,00111273408660552;0,00268957903334153;0;0,0020274970780481;0,00308501305691333;0,00149708731017821;0
"reagowac";0,0159268445167152;0,00535193560683143;0;0;0,00550803372869734;0;0,00480701125413586;0;0;0,0065767566909819;0,0048960299810643;0;0;0,00111273408660552;0;0;0;0;0;0,00620623518726461
"rejon";0;0,00535193560683143;0,00478959454669334;0,00541773809380067;0,00550803372869734;0;0,00961402250827173;0,0055310798949262;0;0,0065767566909819;0;0;0;0;0;0;0;0;0;0,00620623518726461
"robiac";0;0;0,00478959454669334;0,00541773809380067;0,00550803372869734;0;0;0;0,00463834419258724;0,0197302700729457;0,0048960299810643;0,00520444131845418;0;0;0;0,00180838316674058;0;0;0;0
"roboty";0;0;0,00478959454669334;0;0,0275401686434867;0,0121836690773029;0,00480701125413586;0;0;0;0;0;0;0,00111273408660552;0;0,00361676633348116;0,0020274970780481;0;0,00149708731017821;0
"rozlac";0,0053089481722384;0,00535193560683143;0;0;0;0;0;0;0;0,0065767566909819;0;0;0,00183601124289911;0;0,00134478951667077;0;0,0020274970780481;0,00154250652845667;0,00149708731017821;0
"rozpoczac";0,026544740861192;0,00535193560683143;0,00478959454669334;0;0;0,0121836690773029;0,0144210337624076;0;0,0139150325777617;0;0;0;0;0,00111273408660552;0;0;0,0020274970780481;0;0;0
"rozsadek";0;0,0107038712136629;0,00478959454669334;0,016253214281402;0;0,00609183453865144;0;0;0;0;0;0;0,00367202248579823;0,00111273408660552;0;0,00361676633348116;0;0,00154250652845667;0;0
"rozsadny";0,0053089481722384;0,00535193560683143;0;0;0,00550803372869734;0;0;0,0055310798949262;0;0;0;0;0;0,00111273408660552;0,00134478951667077;0;0;0,00154250652845667;0,00149708731017821;0
"rozwazac";0,0053089481722384;0,00535193560683143;0,0191583781867734;0;0,00550803372869734;0,00609183453865144;0;0;0,00463834419258724;0,0065767566909819;0;0,00520444131845418;0;0;0;0;0;0;0;0
"rozwinac";0,0053089481722384;0,0107038712136629;0,00957918909338668;0;0;0;0;0,0055310798949262;0,00463834419258724;0;0,0048960299810643;0,0104088826369084;0,00183601124289911;0;0;0;0;0;0;0
"ruszac";0;0;0;0,00541773809380067;0,00550803372869734;0,00609183453865144;0;0,0055310798949262;0;0;0,0048960299810643;0;0,00367202248579823;0,00111273408660552;0;0;0;0,00154250652845667;0;0
"rytm";0;0,00535193560683143;0;0,00541773809380067;0;0;0,00961402250827173;0;0,00463834419258724;0;0,00979205996212861;0,00520444131845418;0,00550803372869734;0;0;0;0;0;0,00299417462035643;0
"sapkowski";0;0;0;0;0;0;0;0;0;0;0;0;0,00183601124289911;0,00111273408660552;0,0040343685500123;0,00180838316674058;0,00608249123414431;0,00154250652845667;0,00299417462035643;0,00620623518726461
"sciezka";0,0053089481722384;0;0,00957918909338668;0,016253214281402;0;0;0;0;0,00927668838517447;0;0;0,00520444131845418;0,00550803372869734;0;0,00268957903334153;0;0;0,00308501305691333;0;0
"sens";0;0,0214077424273257;0,0191583781867734;0,00541773809380067;0,00550803372869734;0;0,0192280450165435;0;0,00927668838517447;0;0;0;0,00183601124289911;0;0;0;0;0;0;0,00620623518726461
"sie";0,0106178963444768;0,0160558068204943;0,00957918909338668;0,032506428562804;0,0220321349147894;0,0182755036159543;0,0384560900330869;0,0165932396847786;0;0;0;0;0;0;0;0;0;0;0;0
"siedem";0;0,0160558068204943;0;0;0,00550803372869734;0;0;0,0055310798949262;0,00463834419258724;0;0;0,00520444131845418;0,00183601124289911;0,00111273408660552;0;0;0;0;0,00299417462035643;0
"sklad";0,0053089481722384;0;0;0;0,00550803372869734;0,00609183453865144;0,00961402250827173;0;0;0;0,0048960299810643;0,00520444131845418;0;0;0,00134478951667077;0,00180838316674058;0;0;0;0
"skoczyc";0;0;0;0;0,00550803372869734;0;0;0;0;0;0;0,00520444131845418;0,00918005621449557;0,00111273408660552;0,0040343685500123;0,00180838316674058;0;0;0,00149708731017821;0,0186187055617938
"skraj";0;0;0;0;0;0;0;0;0;0;0;0,00520444131845418;0,00734404497159646;0,00333820225981657;0;0,00180838316674058;0,0040549941560962;0,00308501305691333;0,00299417462035643;0,00620623518726461
"skrecic";0;0;0;0;0,00550803372869734;0;0;0;0;0,0065767566909819;0,0048960299810643;0,0156133239553625;0,00183601124289911;0,00111273408660552;0,00134478951667077;0,00180838316674058;0;0;0;0
"skromny";0;0,0107038712136629;0;0;0;0;0;0;0;0,0065767566909819;0,0048960299810643;0,00520444131845418;0;0;0;0;0,0020274970780481;0,00154250652845667;0,00149708731017821;0,0186187055617938
"skrzywic";0;0;0;0;0;0,00609183453865144;0;0;0;0;0;0;0,00183601124289911;0,0044509363464221;0,00537915806668306;0,00361676633348116;0,0020274970780481;0,00617002611382666;0;0,0186187055617938
"slabosc";0,0106178963444768;0,00535193560683143;0,01436878364008;0,00541773809380067;0;0,00609183453865144;0;0,0055310798949262;0;0,0065767566909819;0,00979205996212861;0;0;0;0;0;0;0;0;0
"slychac";0;0;0;0;0,00550803372869734;0;0,00961402250827173;0;0,00927668838517447;0;0,0048960299810643;0,0208177652738167;0;0;0,00134478951667077;0;0;0,00154250652845667;0,00149708731017821;0
"slyszac";0;0;0;0;0;0,0121836690773029;0;0,0055310798949262;0;0,0065767566909819;0;0;0;0;0,00134478951667077;0,00180838316674058;0,0020274970780481;0,00154250652845667;0,00149708731017821;0
"spac";0;0;0,00478959454669334;0;0,0220321349147894;0;0,0144210337624076;0;0,00463834419258724;0;0,00979205996212861;0;0;0;0,00134478951667077;0;0;0,00462751958537;0,00149708731017821;0
"staje";0,0159268445167152;0,0321116136409886;0,00957918909338668;0,0216709523752027;0;0;0,00480701125413586;0;0;0;0;0;0;0;0,00268957903334153;0,00180838316674058;0,0020274970780481;0;0;0
"stalowy";0;0;0;0;0,00550803372869734;0;0;0;0,0139150325777617;0,0065767566909819;0,0195841199242572;0,0156133239553625;0;0,00111273408660552;0;0,00542514950022173;0;0;0;0,00620623518726461
"stanowisko";0;0;0,00957918909338668;0,00541773809380067;0,00550803372869734;0,0426428417705601;0,00480701125413586;0,0110621597898524;0;0;0;0;0,00183601124289911;0;0;0;0,0020274970780481;0;0;0
"starych";0,0053089481722384;0,0160558068204943;0;0;0,00550803372869734;0,00609183453865144;0;0;0,00463834419258724;0,0131535133819638;0,0048960299810643;0;0;0;0;0;0;0,00154250652845667;0;0
