"";"Boguslawa_Andrzejewska_1_Theta_Healing";"Boguslawa_Andrzejewska_2_Badz_zwyciezca_8_krokow_do_sukcesu";"Boguslawa_Andrzejewska_3_Czy_istnieje_prawda";"Boguslawa_Andrzejewska_4_O_pozytywnym_mysleniu";"gwiezdna_wedrowka_czy_leci_z_nami_polak_wydanie_drugie_poprawione";"gwiezdna_wedrowka_lot_von_brauna";"gwiezdna_wedrowka_lot_von_brauna_cz_iii";"gwiezdna_wedrowka_lot_von_brauna_ii";"Jaszczuk_Jakub-Stern_1_Foresta-Umbra_RuLit_Me";"Jaszczuk_Jakub-Stern_2_Plan-Sary_RuLit_Me";"Jaszczuk_Jakub-Stern_3_Marionetki_RuLit_Me";"Jaszczuk_Jakub-Stern_4_Akuszer-smierci_RuLit_Me";"Wiedzmin_1_Ostatnie-zyczenie";"Wiedzmin_2_Miecz-przeznaczenia";"Wiedzmin_3_Krew-elfow";"Wiedzmin_4_Czas-pogardy";"Wiedzmin_5_chszest-ognia";"Wiedzmin_6_Wieza-jaskolki";"Wiedzmin_7_pani-jeziora";"wiedzmin_8_Sezon-burz"
"stolik";0;0;0;0;0;0,00609183453865144;0,00961402250827173;0;0,0185533767703489;0,0131535133819638;0,00979205996212861;0,0468399718660876;0;0;0;0;0;0;0,00149708731017821;0,00620623518726461
"stosowny";0;0,00535193560683143;0;0;0;0;0;0;0,00463834419258724;0;0,0048960299810643;0;0;0;0,00134478951667077;0,00180838316674058;0,0020274970780481;0,00308501305691333;0;0,00620623518726461
"stylo";0;0,00535193560683143;0;0,00541773809380067;0;0;0,00480701125413586;0;0,00463834419258724;0,0065767566909819;0;0,00520444131845418;0;0;0;0,00180838316674058;0;0;0;0,00620623518726461
"sugerowac";0;0,00535193560683143;0;0;0;0;0,00961402250827173;0,0110621597898524;0;0,0065767566909819;0,00979205996212861;0,00520444131845418;0;0;0;0,00542514950022173;0,00608249123414431;0;0;0
"sukces";0,0106178963444768;0,0321116136409886;0,0239479727334667;0,0270886904690033;0;0;0;0;0,00463834419258724;0;0,00979205996212861;0;0;0;0;0;0,0020274970780481;0;0,00149708731017821;0
"suknia";0;0;0;0;0;0;0;0;0,00927668838517447;0;0,0195841199242572;0,00520444131845418;0,00918005621449557;0;0;0,00180838316674058;0,00810998831219241;0;0,00449126193053464;0,0372374111235877
"surowy";0;0,00535193560683143;0;0;0,0220321349147894;0;0,00961402250827173;0,0165932396847786;0,00463834419258724;0;0;0,00520444131845418;0;0;0;0;0;0,00154250652845667;0,00299417462035643;0
"swiadczyc";0,0106178963444768;0;0;0;0,00550803372869734;0,00609183453865144;0;0,0055310798949262;0;0;0,0048960299810643;0;0;0;0,00268957903334153;0,00180838316674058;0;0;0,00299417462035643;0
"swietny";0,0106178963444768;0;0,01436878364008;0,016253214281402;0,0110160674573947;0,0121836690773029;0,00480701125413586;0;0;0;0;0;0;0,00111273408660552;0;0;0;0;0,00299417462035643;0
"syna";0;0;0;0;0;0,0243673381546058;0,00961402250827173;0,027655399474631;0,00463834419258724;0;0;0;0;0;0,00134478951667077;0,00361676633348116;0,0020274970780481;0;0;0,00620623518726461
"szal";0,0053089481722384;0;0;0;0,00550803372869734;0;0;0,0055310798949262;0,00463834419258724;0;0;0;0,00183601124289911;0,00111273408660552;0;0;0,0020274970780481;0,00154250652845667;0;0
"szalenstwo";0;0;0;0;0;0;0;0,0055310798949262;0,00463834419258724;0;0,0048960299810643;0,00520444131845418;0,00183601124289911;0;0,00134478951667077;0;0,0020274970780481;0,00154250652845667;0;0
"szczegol";0,0053089481722384;0;0;0;0;0;0;0;0,0139150325777617;0,0065767566909819;0,0146880899431929;0;0,00734404497159646;0,00111273408660552;0;0,00180838316674058;0;0;0,00299417462035643;0
"szczur";0;0,0107038712136629;0;0,00541773809380067;0;0;0;0;0,00463834419258724;0,0065767566909819;0;0;0;0,00222546817321105;0,00537915806668306;0;0;0,04164767626833;0,00149708731017821;0
"szepnac";0;0;0;0;0,00550803372869734;0,0182755036159543;0,0144210337624076;0,027655399474631;0;0;0,0048960299810643;0;0;0,00111273408660552;0,0040343685500123;0;0,0020274970780481;0;0;0
"szeptac";0;0;0;0;0;0;0,00480701125413586;0,0055310798949262;0,00463834419258724;0,0065767566909819;0,00979205996212861;0;0;0,00222546817321105;0,00134478951667077;0;0;0;0,00149708731017821;0
"szukajac";0;0,00535193560683143;0;0;0;0,00609183453865144;0,00480701125413586;0;0;0,0131535133819638;0;0,00520444131845418;0;0;0,00134478951667077;0,00180838316674058;0;0;0,00149708731017821;0
"tamtejszy";0,0053089481722384;0;0;0;0,00550803372869734;0;0,00480701125413586;0;0;0;0;0,00520444131845418;0;0,00222546817321105;0,00134478951667077;0;0;0,00308501305691333;0;0,00620623518726461
"tedy";0;0;0;0;0;0;0;0;0;0;0;0;0,00183601124289911;0,0155782772124773;0,00268957903334153;0,0108502990004435;0,0101374853902405;0,00462751958537;0,00149708731017821;0,0186187055617938
"tonac";0;0;0;0,00541773809380067;0;0;0;0;0,00463834419258724;0,0065767566909819;0,0048960299810643;0,00520444131845418;0,00367202248579823;0,00111273408660552;0;0;0;0;0,00149708731017821;0
"towarzysz";0;0,00535193560683143;0;0,00541773809380067;0,0110160674573947;0;0,00961402250827173;0,0055310798949262;0;0;0;0;0;0,00111273408660552;0;0,00180838316674058;0;0;0;0,00620623518726461
"trafiac";0;0;0;0;0,00550803372869734;0;0;0;0,00463834419258724;0;0;0,00520444131845418;0;0,00111273408660552;0;0,00180838316674058;0;0,00154250652845667;0,00299417462035643;0,0186187055617938
"trawa";0,0106178963444768;0,0107038712136629;0,00957918909338668;0,0108354761876013;0;0;0;0;0,0139150325777617;0;0,0195841199242572;0;0,00367202248579823;0,00111273408660552;0;0;0;0;0;0
"troska";0,0106178963444768;0;0,00478959454669334;0;0;0,00609183453865144;0;0,0055310798949262;0,00463834419258724;0;0;0;0;0;0,00134478951667077;0;0,0020274970780481;0;0;0,0124124703745292
"trudnosc";0,0053089481722384;0,0107038712136629;0,00478959454669334;0,00541773809380067;0,00550803372869734;0;0,00961402250827173;0;0;0;0;0;0;0;0,00134478951667077;0,00180838316674058;0;0;0;0
"trzask";0;0;0;0;0;0,0121836690773029;0,00480701125413586;0;0,00927668838517447;0;0;0;0,00550803372869734;0,00333820225981657;0,0040343685500123;0;0,0020274970780481;0;0,00299417462035643;0
"twojego";0;0;0;0,00541773809380067;0;0,0121836690773029;0;0;0;0;0;0,0104088826369084;0;0,00111273408660552;0,00268957903334153;0,00180838316674058;0,0020274970780481;0;0,00598834924071285;0
"tygodni";0;0;0;0,00541773809380067;0,00550803372869734;0;0;0;0,00463834419258724;0;0,0048960299810643;0;0;0;0;0,00180838316674058;0,0020274970780481;0,00154250652845667;0,00149708731017821;0
"typowy";0;0;0;0;0;0,0365510072319086;0,00480701125413586;0,0110621597898524;0;0;0,00979205996212861;0;0,00367202248579823;0;0;0;0;0,00154250652845667;0,00449126193053464;0,00620623518726461
"uciac";0;0;0;0;0,00550803372869734;0,00609183453865144;0,00480701125413586;0,0055310798949262;0;0,0065767566909819;0,0048960299810643;0;0;0;0;0,00361676633348116;0;0;0,00449126193053464;0
"ucieczka";0,0053089481722384;0;0;0;0;0;0;0,0221243195797048;0;0;0;0,0156133239553625;0,00183601124289911;0;0,00134478951667077;0;0,0040549941560962;0;0,00598834924071285;0,0124124703745292
"uczciwy";0;0,0107038712136629;0;0;0,0110160674573947;0,0121836690773029;0,00961402250827173;0;0;0;0;0,00520444131845418;0;0,00333820225981657;0;0;0;0,00308501305691333;0,00149708731017821;0
"udajac";0;0;0;0,00541773809380067;0;0;0;0;0,00927668838517447;0;0,00979205996212861;0;0;0,0044509363464221;0,00134478951667077;0;0,0040549941560962;0,00154250652845667;0,00449126193053464;0
"udzielic";0;0;0,00478959454669334;0;0;0,00609183453865144;0;0;0;0,0131535133819638;0;0;0,00550803372869734;0,00111273408660552;0;0,00180838316674058;0;0;0,00149708731017821;0,00620623518726461
"ukazac";0,0106178963444768;0;0,00478959454669334;0;0;0;0,00961402250827173;0,0055310798949262;0,0139150325777617;0,0065767566909819;0,0048960299810643;0,00520444131845418;0;0;0;0;0;0;0;0
"ulegac";0,0053089481722384;0;0;0,0108354761876013;0;0,00609183453865144;0,0144210337624076;0,0110621597898524;0;0;0;0;0;0;0;0;0,0020274970780481;0,00462751958537;0;0,00620623518726461
"ulica";0;0,00535193560683143;0;0;0;0;0;0;0,0371067535406979;0,065767566909819;0,0489602998106431;0,0104088826369084;0;0;0,00268957903334153;0,00180838316674058;0;0;0;0,0558561166853815
"ulubic";0,0318536890334304;0,0107038712136629;0;0,016253214281402;0;0;0,00480701125413586;0;0,00927668838517447;0,0065767566909819;0,0146880899431929;0;0;0;0;0;0;0;0;0,0124124703745292
"uniknac";0;0;0,00478959454669334;0;0;0;0,00480701125413586;0,0110621597898524;0;0;0,0048960299810643;0;0,00183601124289911;0;0,00134478951667077;0;0;0,00154250652845667;0,00299417462035643;0
"usilowac";0;0;0;0;0;0,0121836690773029;0,00480701125413586;0,0110621597898524;0;0,0131535133819638;0;0;0;0;0,00134478951667077;0,00180838316674058;0;0,00308501305691333;0,00449126193053464;0
"uwolnic";0,0053089481722384;0,00535193560683143;0,00957918909338668;0;0;0;0,0144210337624076;0,0110621597898524;0;0,0065767566909819;0;0,0104088826369084;0;0;0;0;0,0020274970780481;0;0;0
"uzywac";0,0318536890334304;0;0,00957918909338668;0,016253214281402;0,00550803372869734;0;0;0,0221243195797048;0;0;0;0;0;0;0,00134478951667077;0,00904191583370289;0,0101374853902405;0;0;0
"waga";0,0106178963444768;0,00535193560683143;0;0;0,00550803372869734;0;0;0;0,00463834419258724;0,0065767566909819;0;0,00520444131845418;0;0;0;0,00180838316674058;0;0;0;0,0248249407490585
"walc";0;0,00535193560683143;0;0;0,0110160674573947;0,0121836690773029;0;0;0;0;0,00979205996212861;0;0,00183601124289911;0,00333820225981657;0,00134478951667077;0;0;0;0;0,00620623518726461
"wami";0;0,00535193560683143;0;0;0;0;0;0,0055310798949262;0,00463834419258724;0;0;0;0;0,00333820225981657;0,00268957903334153;0;0,0020274970780481;0,00154250652845667;0;0,0124124703745292
"watpic";0;0;0;0;0;0,00609183453865144;0;0;0,00463834419258724;0;0;0;0,00183601124289911;0,00222546817321105;0,00268957903334153;0,00361676633348116;0,0020274970780481;0,00308501305691333;0;0
"watpienie";0,0053089481722384;0;0;0;0;0,00609183453865144;0,0144210337624076;0,0055310798949262;0;0;0;0,00520444131845418;0;0,00111273408660552;0,00134478951667077;0;0,0040549941560962;0;0;0
"wazyc";0;0,00535193560683143;0;0;0;0;0;0,0055310798949262;0;0,0065767566909819;0,0048960299810643;0,00520444131845418;0;0;0,00134478951667077;0;0;0,00308501305691333;0,00149708731017821;0
"wbrew";0,0106178963444768;0,0107038712136629;0,01436878364008;0;0;0;0,00480701125413586;0,0055310798949262;0;0;0;0;0;0,00222546817321105;0;0;0;0,00462751958537;0,00449126193053464;0
"wersja";0;0,00535193560683143;0;0;0;0;0,00480701125413586;0,0055310798949262;0,00463834419258724;0;0,0048960299810643;0,0104088826369084;0;0;0;0,00180838316674058;0;0;0,0239533969628514;0
"wewnetrzny";0,0796342225835761;0,0642232272819771;0,0957918909338668;0,0595951190318073;0,00550803372869734;0;0,00480701125413586;0,0055310798949262;0;0;0;0;0;0;0,00268957903334153;0;0;0;0;0
"widzenia";0;0,00535193560683143;0,00957918909338668;0,00541773809380067;0,00550803372869734;0,00609183453865144;0,0144210337624076;0;0;0;0;0;0;0;0;0,00180838316674058;0;0;0;0,00620623518726461
"wieczny";0,0106178963444768;0;0;0;0,0220321349147894;0,0182755036159543;0;0;0;0,0197302700729457;0;0;0;0,00111273408660552;0,00537915806668306;0;0;0,00462751958537;0,00748543655089107;0
"wieczorem";0,0053089481722384;0;0;0,016253214281402;0,0110160674573947;0;0;0;0,00463834419258724;0;0,00979205996212861;0,0104088826369084;0,00183601124289911;0;0;0,00180838316674058;0;0;0;0
"wiezien";0;0,0107038712136629;0;0,00541773809380067;0,00550803372869734;0,00609183453865144;0,0288420675248152;0,0387175592644834;0;0;0;0;0;0;0;0;0;0,00154250652845667;0,00449126193053464;0
"wjechac";0;0;0;0;0,00550803372869734;0;0;0;0,00463834419258724;0,0065767566909819;0,0048960299810643;0;0;0,00111273408660552;0,0040343685500123;0;0,0020274970780481;0,00462751958537;0;0
"wkrotce";0;0;0;0;0;0,00609183453865144;0,00480701125413586;0;0,00463834419258724;0;0,0244801499053215;0,0416355305476335;0;0;0,00268957903334153;0,00723353266696231;0;0,00462751958537;0;0
"wodza";0;0;0;0;0;0;0;0;0;0,0065767566909819;0,0048960299810643;0;0,00183601124289911;0,00333820225981657;0,00941352661669536;0,00180838316674058;0;0,00154250652845667;0,00149708731017821;0
"woz";0;0;0;0;0;0;0;0;0,00927668838517447;0,0131535133819638;0;0,0156133239553625;0,00183601124289911;0,023367415818716;0,00672394758335383;0,0198922148341464;0;0,00462751958537;0;0
"wstrzasnac";0;0;0;0;0;0,00609183453865144;0,00480701125413586;0,0110621597898524;0,00463834419258724;0;0,0048960299810643;0,00520444131845418;0,00367202248579823;0;0;0;0;0,00154250652845667;0;0
"wstyd";0,0053089481722384;0,0107038712136629;0;0;0,016524101186092;0,00609183453865144;0;0;0,00463834419258724;0;0;0;0,00183601124289911;0;0;0;0,0020274970780481;0;0;0,00620623518726461
"wtracic";0;0;0;0;0;0;0;0,0055310798949262;0;0;0;0;0,00183601124289911;0,00667640451963314;0,0040343685500123;0,00361676633348116;0,0020274970780481;0,00462751958537;0,00149708731017821;0
"wybiegla";0;0;0;0;0;0,00609183453865144;0,0192280450165435;0;0,00463834419258724;0,0131535133819638;0,0048960299810643;0,0104088826369084;0;0;0;0;0,0020274970780481;0,00154250652845667;0;0
"wybuch";0;0,00535193560683143;0;0;0,00550803372869734;0,0182755036159543;0,0240350562706793;0;0,00463834419258724;0;0,0048960299810643;0;0,00183601124289911;0;0;0;0,0020274970780481;0;0;0
"wybuchnac";0,0053089481722384;0;0;0;0,00550803372869734;0;0,00480701125413586;0,0110621597898524;0,00463834419258724;0;0;0;0;0,00111273408660552;0,0040343685500123;0;0,0020274970780481;0;0;0
"wyc";0;0;0;0;0,00550803372869734;0;0;0,0055310798949262;0,00463834419258724;0;0;0;0,00918005621449557;0;0,0040343685500123;0;0;0,00154250652845667;0,00299417462035643;0,00620623518726461
"wyciagajac";0;0;0;0;0;0;0;0,0055310798949262;0,00463834419258724;0;0,00979205996212861;0,00520444131845418;0;0,00111273408660552;0,00134478951667077;0,00180838316674058;0;0;0,00299417462035643;0
"wyczuc";0,0053089481722384;0;0;0;0,016524101186092;0,00609183453865144;0,00961402250827173;0,0165932396847786;0;0;0,0048960299810643;0;0;0;0,00268957903334153;0;0;0;0,00149708731017821;0
"wyczuwac";0;0;0;0;0;0,00609183453865144;0,00480701125413586;0,0055310798949262;0;0;0;0;0,00183601124289911;0;0;0,00180838316674058;0;0,00154250652845667;0,00149708731017821;0,00620623518726461
"wyjasnienie";0;0;0;0,00541773809380067;0;0;0;0,0055310798949262;0;0,0394605401458914;0,00979205996212861;0,0156133239553625;0,00183601124289911;0;0;0;0,0020274970780481;0;0,00149708731017821;0
"wykazac";0;0,00535193560683143;0;0;0;0,00609183453865144;0,0144210337624076;0,0055310798949262;0;0,0065767566909819;0,0048960299810643;0;0;0,00111273408660552;0;0;0;0;0;0,00620623518726461
"wylaczyc";0;0,00535193560683143;0;0;0,016524101186092;0,0121836690773029;0,0192280450165435;0,027655399474631;0,00463834419258724;0;0,00979205996212861;0;0;0;0;0,00180838316674058;0;0;0;0
"wyladowac";0;0;0;0;0,00550803372869734;0;0;0,0055310798949262;0,00463834419258724;0,0065767566909819;0;0,00520444131845418;0;0;0,0040343685500123;0,00361676633348116;0,0020274970780481;0;0;0
"wymiana";0;0,0107038712136629;0,02873756728016;0,00541773809380067;0;0;0,00961402250827173;0,0055310798949262;0,00463834419258724;0;0;0;0;0;0;0,00180838316674058;0;0,00154250652845667;0;0
"wyniosly";0;0,00535193560683143;0;0;0;0;0,00480701125413586;0;0;0,0065767566909819;0,0048960299810643;0;0;0,00111273408660552;0,00268957903334153;0;0;0,00154250652845667;0,00299417462035643;0
"wypowiedziec";0,0053089481722384;0;0,00478959454669334;0;0,00550803372869734;0;0,00480701125413586;0,0055310798949262;0,00463834419258724;0;0;0;0;0;0,00134478951667077;0;0;0,00154250652845667;0;0
"wyprowadzic";0;0;0,00478959454669334;0;0,00550803372869734;0;0;0,0110621597898524;0,00463834419258724;0;0,0048960299810643;0;0;0;0;0;0,0020274970780481;0,00308501305691333;0;0,00620623518726461
"wysluchac";0,0053089481722384;0;0;0;0,0110160674573947;0;0,00480701125413586;0,0055310798949262;0;0;0;0;0,00183601124289911;0;0,00134478951667077;0,00180838316674058;0,00608249123414431;0;0;0
"wyspa";0,0053089481722384;0;0;0;0;0;0;0;0;0;0,0048960299810643;0;0;0;0,00268957903334153;0,00542514950022173;0,0101374853902405;0,00462751958537;0,0119766984814257;0,0124124703745292
"wystawic";0;0;0;0;0,00550803372869734;0;0;0;0;0;0,0048960299810643;0;0,00367202248579823;0,00111273408660552;0;0,00180838316674058;0;0,00154250652845667;0,00299417462035643;0,0186187055617938
"wyzej";0,0159268445167152;0,00535193560683143;0;0;0,00550803372869734;0,0121836690773029;0;0;0;0;0;0;0,00367202248579823;0;0,00672394758335383;0,00180838316674058;0;0,00308501305691333;0;0
"wzgorze";0;0;0;0;0;0;0;0;0,00463834419258724;0;0,00979205996212861;0,00520444131845418;0;0;0,0107583161333661;0,00180838316674058;0,0020274970780481;0,00154250652845667;0,00598834924071285;0
"wzor";0,0053089481722384;0;0;0;0;0;0;0;0,00927668838517447;0,0065767566909819;0,0048960299810643;0,00520444131845418;0;0;0;0;0,0020274970780481;0,00154250652845667;0,00149708731017821;0
"yennefer";0;0;0;0;0;0;0;0;0;0;0;0;0,00183601124289911;0,0534112361570652;0,0322749484000984;0,012658682167184;0,0101374853902405;0,00154250652845667;0,0464097066155246;0,0496498814981169
"zabawa";0,0053089481722384;0,0107038712136629;0;0;0,016524101186092;0,00609183453865144;0;0;0;0;0,00979205996212861;0,00520444131845418;0;0;0;0,00180838316674058;0;0;0,00449126193053464;0
"zachowywac";0;0,0107038712136629;0;0,00541773809380067;0,016524101186092;0;0;0,0055310798949262;0;0;0,0146880899431929;0;0;0;0,00134478951667077;0;0,0020274970780481;0;0,00149708731017821;0
"zagadka";0;0;0;0;0,0110160674573947;0;0;0,0055310798949262;0,00463834419258724;0;0,0048960299810643;0,0156133239553625;0;0,00111273408660552;0;0;0;0,00308501305691333;0,00299417462035643;0
"zaledwie";0;0;0,00478959454669334;0,00541773809380067;0;0;0,00480701125413586;0,0055310798949262;0,00463834419258724;0;0,00979205996212861;0;0;0,00111273408660552;0;0;0;0;0;0,00620623518726461
"zaleta";0,0053089481722384;0,00535193560683143;0;0,0108354761876013;0,00550803372869734;0;0,00480701125413586;0,0110621597898524;0;0;0;0,00520444131845418;0;0;0;0;0,0020274970780481;0;0;0
"zapraszac";0,0106178963444768;0;0,01436878364008;0;0;0,00609183453865144;0;0;0;0,0131535133819638;0,0048960299810643;0;0;0,00111273408660552;0;0;0,0040549941560962;0;0;0,00620623518726461
"zaprzeczyc";0;0;0;0,032506428562804;0;0;0,00480701125413586;0;0;0,0131535133819638;0,0048960299810643;0;0;0,00222546817321105;0,00134478951667077;0,00180838316674058;0;0,00154250652845667;0;0
"zaslugiwac";0;0,0267596780341571;0,0431063509202401;0,016253214281402;0,00550803372869734;0,00609183453865144;0,00480701125413586;0,0055310798949262;0,00463834419258724;0;0;0;0;0;0;0;0;0;0;0
"zawierac";0,0106178963444768;0;0,0239479727334667;0,0108354761876013;0,00550803372869734;0;0;0,0055310798949262;0;0;0;0;0,00183601124289911;0;0;0,00180838316674058;0;0;0,00149708731017821;0
"zawiesc";0;0;0;0;0,00550803372869734;0,00609183453865144;0,00480701125413586;0,0110621597898524;0;0,0065767566909819;0;0,00520444131845418;0;0;0;0;0;0,00154250652845667;0,00299417462035643;0
"zazdroscic";0,0053089481722384;0;0;0;0,00550803372869734;0,00609183453865144;0,00480701125413586;0;0;0;0,0146880899431929;0,00520444131845418;0;0;0;0;0;0,00308501305691333;0,00149708731017821;0
"zblizyc";0;0;0;0;0;0;0;0;0,0139150325777617;0;0,0048960299810643;0,0104088826369084;0,00367202248579823;0,00111273408660552;0,0040343685500123;0,00180838316674058;0;0;0,00299417462035643;0
"zbrodnia";0;0;0;0;0;0;0,00480701125413586;0,0055310798949262;0,00927668838517447;0,0263070267639276;0,00979205996212861;0,00520444131845418;0;0;0,0040343685500123;0;0,0020274970780481;0;0;0
"zdrada";0,0106178963444768;0,0267596780341571;0;0;0,00550803372869734;0;0,00480701125413586;0,0221243195797048;0,00463834419258724;0;0;0;0;0;0;0;0,00608249123414431;0,00308501305691333;0;0
"zebys";0;0;0;0;0;0;0,0144210337624076;0,0055310798949262;0;0,0065767566909819;0,00979205996212861;0;0,00183601124289911;0,00333820225981657;0;0,00361676633348116;0;0;0,00299417462035643;0
"zetknac";0,0053089481722384;0;0;0,00541773809380067;0;0;0,00480701125413586;0,0055310798949262;0,00463834419258724;0,0065767566909819;0;0;0,00183601124289911;0;0,00134478951667077;0;0;0;0;0
"ziemski";0,0053089481722384;0;0,01436878364008;0;0,0220321349147894;0,0182755036159543;0;0,0110621597898524;0;0,0131535133819638;0;0;0;0;0,00134478951667077;0;0;0;0,00299417462035643;0
"zmierzac";0;0;0;0,00541773809380067;0;0;0,00480701125413586;0;0;0;0,0048960299810643;0,00520444131845418;0;0,00111273408660552;0;0,00542514950022173;0,0040549941560962;0;0,00149708731017821;0
"zmuszac";0;0,00535193560683143;0,00957918909338668;0;0;0;0;0,0055310798949262;0;0;0;0,00520444131845418;0;0,00111273408660552;0,00134478951667077;0;0,0020274970780481;0;0,00449126193053464;0
"znaczacy";0;0;0;0;0;0;0,00480701125413586;0;0,00463834419258724;0,0131535133819638;0,0146880899431929;0,00520444131845418;0;0,00222546817321105;0;0,00180838316674058;0,0020274970780481;0;0;0
"znikac";0;0;0;0,00541773809380067;0;0;0;0,0110621597898524;0;0;0;0,00520444131845418;0;0,00111273408660552;0,00268957903334153;0,00180838316674058;0;0,00154250652845667;0;0,00620623518726461
"zniszczyc";0;0;0;0;0,016524101186092;0,00609183453865144;0,0144210337624076;0,0055310798949262;0;0;0;0;0;0;0,00134478951667077;0,00361676633348116;0,0020274970780481;0;0,00149708731017821;0
"zreczny";0;0;0;0;0;0;0;0;0,00463834419258724;0;0,0048960299810643;0;0,00367202248579823;0;0,00672394758335383;0,00180838316674058;0,0020274970780481;0,00154250652845667;0,00149708731017821;0
"zwolnic";0;0,00535193560683143;0;0;0;0;0,00480701125413586;0,0055310798949262;0,00927668838517447;0;0;0;0;0,00111273408660552;0,00268957903334153;0,00361676633348116;0,0040549941560962;0;0;0
"zwracajac";0;0,0107038712136629;0;0;0;0;0;0,0110621597898524;0;0,0065767566909819;0,0146880899431929;0,00520444131845418;0,00367202248579823;0,00111273408660552;0;0;0;0;0,00299417462035643;0
